":100:","💯",""
":cheese:","🧀",""
":cool:","🆒",""
":fistbump:","👊",""
":goat:","🐐",""
":micdrop:","🎤⬇️",""
":notes:","🎶",""
":oops:","🙊",""
":siren:","🚨",""
":skin-tone-2:","🏻",""
":skin-tone-3:","🏼",""
":skin-tone-4:","🏽",""
":skin-tone-5:","🏾",""
":skin-tone-6:","🏿",""
":thread:","〰️",""
";fine","🔥🐶🔥","🔥🐶🔥"
