";ij'","ʿ",""
";ijA","Ā",""
";ijD","Ḍ",""
";ijE","Ē","Ē"
";ijH","Ḥ",""
";ijI","Ī",""
";ijS","Ṣ",""
";ijT","Ṭ",""
";ijU","Ū",""
";ijZ","Ẓ",""
";ij`","ʾ",""
";ija","ā",""
";ijd","ḍ",""
";ije","ē","ē"
";ijh","ḥ",""
";iji","ī",""
";ijs","ṣ",""
";ijt","ṭ",""
";iju","ū",""
";ijz","ẓ",""
